record_id,building_id,building_name,building_type,timestamp,electricity_kwh,water_m3,hvac_kwh,cooling_load_kwh,chilled_water_supply_temp_c,chilled_water_return_temp_c,environment_temp_c,humidity_rh,occupancy_density_per_100m2,equipment_id,equipment_status
R00650,BLD-B,行政办公楼B,office,2026-01-21 03:00:00,236.35,7.75,77.84,220.84,6.1,11.5,0.2,45.7,3.2,CH-B-02,normal
R00651,BLD-B,行政办公楼B,office,2026-01-21 06:00:00,255.44,8.0,84.44,256.97,6.3,11.9,3.1,37.5,26.5,CH-B-02,normal
R00652,BLD-B,行政办公楼B,office,2026-01-21 09:00:00,289.93,8.16,95.37,285.56,6.2,12.1,4.9,39.9,32.0,CH-B-02,normal
R00653,BLD-B,行政办公楼B,office,2026-01-21 12:00:00,269.49,8.07,88.41,255.51,6.3,11.7,8.2,49.1,38.4,CH-B-02,normal
R00654,BLD-B,行政办公楼B,office,2026-01-21 15:00:00,254.21,7.92,82.97,246.26,6.5,12.8,9.1,54.3,39.7,CH-B-02,normal
R00655,BLD-B,行政办公楼B,office,2026-01-21 18:00:00,225.12,7.71,73.75,230.45,6.9,12.0,6.1,49.0,44.9,CH-B-02,normal
R00656,BLD-B,行政办公楼B,office,2026-01-21 21:00:00,233.04,7.78,76.82,247.65,6.7,11.7,1.8,48.2,3.1,CH-B-02,normal
R00657,BLD-C,图书信息楼C,library,2026-01-21 00:00:00,345.21,9.06,111.37,360.54,6.5,11.5,2.0,43.7,7.2,CT-C-03,normal
R00658,BLD-C,图书信息楼C,library,2026-01-21 03:00:00,349.73,8.99,112.63,350.24,6.4,12.0,-0.2,35,8.3,CT-C-03,normal
R00659,BLD-C,图书信息楼C,library,2026-01-21 06:00:00,371.83,9.17,119.87,355.93,6.2,11.6,2.1,37.6,35.8,CT-C-03,normal
R00660,BLD-C,图书信息楼C,library,2026-01-21 09:00:00,390.28,9.14,124.45,371.86,7.4,12.3,5.7,49.3,44.4,CT-C-03,normal
R00661,BLD-C,图书信息楼C,library,2026-01-21 12:00:00,515.11,9.47,151.49,386.54,6.9,12.6,9.0,42.7,62.1,CT-C-03,abnormal
R00662,BLD-C,图书信息楼C,library,2026-01-21 15:00:00,370.98,9.18,118.44,337.9,6.1,12.4,9.7,51.0,66.7,CT-C-03,normal
R00663,BLD-C,图书信息楼C,library,2026-01-21 18:00:00,345.83,9.11,111.31,354.56,6.3,12.1,6.1,44.1,78.5,CT-C-03,normal
R00664,BLD-C,图书信息楼C,library,2026-01-21 21:00:00,297.12,8.51,94.37,278.21,6.1,11.9,2.7,46.8,6.7,CT-C-03,normal
R00665,BLD-D,科研实验楼D,lab,2026-01-21 00:00:00,407.31,11.17,135.3,423.12,6.6,11.7,0.7,37.6,8.3,FCU-D-04,normal
R00666,BLD-D,科研实验楼D,lab,2026-01-21 03:00:00,407.44,11.17,135.35,404.1,6.2,11.1,0.7,37.6,9.4,FCU-D-04,normal
R00667,BLD-D,科研实验楼D,lab,2026-01-21 06:00:00,405.33,11.01,133.6,404.91,7.2,11.1,2.2,41.1,50.0,FCU-D-04,normal
R00668,BLD-D,科研实验楼D,lab,2026-01-21 09:00:00,515.4,11.86,171.36,497.35,6.9,12.3,4.6,44.1,68.6,FCU-D-04,normal
R00669,BLD-D,科研实验楼D,lab,2026-01-21 12:00:00,456.56,11.49,150.55,482.98,6.1,12.2,7.9,50.4,72.7,FCU-D-04,normal
R00670,BLD-D,科研实验楼D,lab,2026-01-21 15:00:00,465.8,11.7,154.34,436.81,6.5,12.8,9.3,45.0,86.6,FCU-D-04,normal
R00671,BLD-D,科研实验楼D,lab,2026-01-21 18:00:00,434.14,11.7,145.26,412.38,7.2,11.3,6.8,45.0,88.8,FCU-D-04,normal
R00672,BLD-D,科研实验楼D,lab,2026-01-21 21:00:00,413.58,11.35,137.93,392.11,7.4,12.7,2.2,47.5,8.6,FCU-D-04,normal
R00673,BLD-A,综合教学楼A,teaching,2026-01-22 00:00:00,260.34,9.71,86.83,248.93,6.7,10.9,2.5,35.9,3.2,AHU-A-01,normal
R00674,BLD-A,综合教学楼A,teaching,2026-01-22 03:00:00,259.39,9.54,86.15,252.29,6.7,12.3,-0.1,36.8,2.8,AHU-A-01,normal
R00675,BLD-A,综合教学楼A,teaching,2026-01-22 06:00:00,283.34,9.78,94.34,292.32,6.1,11.2,1.2,35.1,21.7,AHU-A-01,normal
R00676,BLD-A,综合教学楼A,teaching,2026-01-22 09:00:00,331.18,10.25,110.41,341.73,6.0,11.6,5.1,46.2,22.2,AHU-A-01,normal
R00677,BLD-A,综合教学楼A,teaching,2026-01-22 12:00:00,319.91,10.29,106.75,301.9,7.3,12.1,8.0,48.8,34.8,AHU-A-01,normal
R00678,BLD-A,综合教学楼A,teaching,2026-01-22 15:00:00,295.14,9.99,97.77,288.66,7.3,11.9,8.9,53.9,33.1,AHU-A-01,normal
R00679,BLD-A,综合教学楼A,teaching,2026-01-22 18:00:00,257.97,9.66,85.62,242.23,6.4,11.9,5.8,44.5,45.8,AHU-A-01,normal
R00680,BLD-A,综合教学楼A,teaching,2026-01-22 21:00:00,246.08,9.45,81.54,241.99,6.9,11.3,2.2,37.7,2.4,AHU-A-01,normal
R00681,BLD-B,行政办公楼B,office,2026-01-22 00:00:00,221.68,7.65,72.78,232.08,7.3,12.4,2.7,47.3,4.1,CH-B-02,normal
R00682,BLD-B,行政办公楼B,office,2026-01-22 03:00:00,233.48,7.68,76.72,245.24,7.0,11.1,-0.5,37.6,2.9,CH-B-02,normal
R00683,BLD-B,行政办公楼B,office,2026-01-22 06:00:00,260.15,8.0,85.99,250.72,6.4,11.2,1.8,43.8,25.6,CH-B-02,normal
R00684,BLD-B,行政办公楼B,office,2026-01-22 09:00:00,293.68,8.31,97.01,281.99,6.2,11.9,6.7,43.3,30.1,CH-B-02,normal
R00685,BLD-B,行政办公楼B,office,2026-01-22 12:00:00,358.98,8.28,108.31,270.17,6.2,12.8,9.3,44.8,36.8,CH-B-02,abnormal
R00686,BLD-B,行政办公楼B,office,2026-01-22 15:00:00,247.41,7.91,80.73,238.43,6.8,12.7,10.7,54.6,44.0,CH-B-02,normal
R00687,BLD-B,行政办公楼B,office,2026-01-22 18:00:00,224.65,7.68,73.53,230.99,7.3,11.7,5.7,50.3,47.5,CH-B-02,normal
R00688,BLD-B,行政办公楼B,office,2026-01-22 21:00:00,220.75,7.62,72.4,232.55,6.4,12.4,2.4,48.8,4.7,CH-B-02,normal
R00689,BLD-C,图书信息楼C,library,2026-01-22 00:00:00,314.14,8.61,100.09,293.48,6.9,11.3,0.6,45.1,7.5,CT-C-03,normal
R00690,BLD-C,图书信息楼C,library,2026-01-22 03:00:00,341.2,8.89,109.61,331.04,6.8,12.0,-0.1,39.0,7.8,CT-C-03,normal
R00691,BLD-C,图书信息楼C,library,2026-01-22 06:00:00,341.57,8.85,109.19,314.21,6.3,11.0,2.6,47.7,41.9,CT-C-03,normal
R00692,BLD-C,图书信息楼C,library,2026-01-22 09:00:00,374.75,9.01,119.04,372.8,7.5,12.3,6.2,42.1,48.7,CT-C-03,normal
R00693,BLD-C,图书信息楼C,library,2026-01-22 12:00:00,419.42,9.55,135.21,409.11,6.5,11.8,7.5,53.0,62.7,CT-C-03,normal
R00694,BLD-C,图书信息楼C,library,2026-01-22 15:00:00,380.85,9.24,121.8,362.95,6.5,12.1,9.0,40.9,68.8,CT-C-03,normal
R00695,BLD-C,图书信息楼C,library,2026-01-22 18:00:00,329.73,8.98,105.77,333.24,6.8,11.8,7.2,46.4,78.6,CT-C-03,normal
R00696,BLD-C,图书信息楼C,library,2026-01-22 21:00:00,295.6,8.53,93.94,280.52,7.1,12.0,3.4,50.3,7.2,CT-C-03,normal
R00697,BLD-D,科研实验楼D,lab,2026-01-22 00:00:00,409.7,11.26,136.37,407.36,6.5,12.5,1.6,35.8,9.4,FCU-D-04,normal
R00698,BLD-D,科研实验楼D,lab,2026-01-22 03:00:00,403.72,11.11,133.94,406.78,6.2,12.5,0.5,42.9,8.3,FCU-D-04,normal
R00699,BLD-D,科研实验楼D,lab,2026-01-22 06:00:00,448.61,11.5,149.53,480.57,7.0,11.2,2.0,37.0,61.2,FCU-D-04,normal
R00700,BLD-D,科研实验楼D,lab,2026-01-22 09:00:00,501.53,11.78,166.46,519.24,6.3,11.8,5.4,40.3,67.6,FCU-D-04,normal
R00701,BLD-D,科研实验楼D,lab,2026-01-22 12:00:00,499.25,11.96,166.33,519.23,6.2,11.1,8.0,52.3,80.4,FCU-D-04,normal
R00702,BLD-D,科研实验楼D,lab,2026-01-22 15:00:00,465.35,11.71,154.23,486.17,6.8,12.7,9.5,48.0,83.2,FCU-D-04,normal
R00703,BLD-D,科研实验楼D,lab,2026-01-22 18:00:00,401.53,11.25,133.12,407.0,7.0,11.2,6.3,49.2,95,FCU-D-04,normal
R00704,BLD-D,科研实验楼D,lab,2026-01-22 21:00:00,373.41,10.94,123.37,363.93,7.2,11.7,3.5,46.4,10.0,FCU-D-04,normal
R00705,BLD-A,综合教学楼A,teaching,2026-01-23 00:00:00,236.82,9.28,78.09,240.64,6.4,11.8,2.0,37.2,2.0,AHU-A-01,normal
R00706,BLD-A,综合教学楼A,teaching,2026-01-23 03:00:00,253.95,9.54,84.35,246.29,6.9,11.8,1.5,35.1,3.7,AHU-A-01,normal
R00707,BLD-A,综合教学楼A,teaching,2026-01-23 06:00:00,255.91,9.4,84.33,257.21,6.9,12.0,2.0,43.8,18.7,AHU-A-01,normal
R00708,BLD-A,综合教学楼A,teaching,2026-01-23 09:00:00,291.65,9.77,96.05,272.36,7.3,12.2,6.4,40.6,27.6,AHU-A-01,normal
R00709,BLD-A,综合教学楼A,teaching,2026-01-23 12:00:00,369.76,9.93,111.81,274.77,6.3,12.2,9.5,53.5,27.4,AHU-A-01,abnormal
R00710,BLD-A,综合教学楼A,teaching,2026-01-23 15:00:00,303.8,10.19,101.14,292.75,6.7,12.0,9.9,49.3,39.3,AHU-A-01,normal
R00711,BLD-A,综合教学楼A,teaching,2026-01-23 18:00:00,236.02,9.41,77.8,231.77,6.1,11.7,7.7,43.6,40.8,AHU-A-01,normal
R00712,BLD-A,综合教学楼A,teaching,2026-01-23 21:00:00,240.42,9.39,79.53,233.43,6.8,11.9,2.8,37.8,3.2,AHU-A-01,normal
R00713,BLD-B,行政办公楼B,office,2026-01-23 00:00:00,227.12,7.71,74.69,230.36,7.5,11.8,2.1,37.0,4.3,CH-B-02,normal
R00714,BLD-B,行政办公楼B,office,2026-01-23 03:00:00,240.81,7.86,79.57,244.73,6.5,11.9,1.1,48.6,3.2,CH-B-02,normal
R00715,BLD-B,行政办公楼B,office,2026-01-23 06:00:00,233.51,7.7,76.48,232.35,6.9,11.8,3.4,38.2,25.1,CH-B-02,normal
R00716,BLD-B,行政办公楼B,office,2026-01-23 09:00:00,289.27,8.15,95.13,268.32,6.0,12.1,4.9,47.4,34.1,CH-B-02,normal
R00717,BLD-B,行政办公楼B,office,2026-01-23 12:00:00,286.87,8.28,94.67,283.44,6.5,12.0,7.7,50.6,39.5,CH-B-02,normal
R00718,BLD-B,行政办公楼B,office,2026-01-23 15:00:00,245.08,7.84,79.78,251.45,6.5,11.9,10.0,43.8,38.3,CH-B-02,normal
R00719,BLD-B,行政办公楼B,office,2026-01-23 18:00:00,212.73,7.52,69.24,216.32,6.9,11.0,6.2,47.9,44.1,CH-B-02,normal
R00720,BLD-B,行政办公楼B,office,2026-01-23 21:00:00,218.67,7.57,71.59,229.42,7.2,12.1,1.9,40.1,4.2,CH-B-02,normal
R00721,BLD-C,图书信息楼C,library,2026-01-23 00:00:00,330.51,8.86,106.08,314.07,7.2,11.7,1.6,47.6,7.3,CT-C-03,normal
R00722,BLD-C,图书信息楼C,library,2026-01-23 03:00:00,342.12,8.98,110.15,325.21,6.8,11.3,1.2,39.0,8.0,CT-C-03,normal
R00723,BLD-C,图书信息楼C,library,2026-01-23 06:00:00,362.89,9.1,116.77,376.86,6.4,11.0,2.6,48.3,40.0,CT-C-03,normal
R00724,BLD-C,图书信息楼C,library,2026-01-23 09:00:00,406.58,9.37,130.49,389.33,6.9,12.5,6.8,50.6,50.8,CT-C-03,normal
R00725,BLD-C,图书信息楼C,library,2026-01-23 12:00:00,395.71,9.42,127.15,380.68,6.7,11.4,9.3,44.9,51.4,CT-C-03,normal
R00726,BLD-C,图书信息楼C,library,2026-01-23 15:00:00,407.38,9.57,131.37,376.67,7.2,12.4,9.6,43.7,63.0,CT-C-03,normal
R00727,BLD-C,图书信息楼C,library,2026-01-23 18:00:00,320.27,8.89,102.49,310.56,6.3,12.7,7.7,39.7,73.3,CT-C-03,normal
R00728,BLD-C,图书信息楼C,library,2026-01-23 21:00:00,318.43,8.8,102.04,325.1,7.2,12.7,3.2,47.1,5.8,CT-C-03,normal
R00729,BLD-D,科研实验楼D,lab,2026-01-23 00:00:00,378.22,10.9,124.85,389.51,6.8,10.9,2.1,45.6,10.2,FCU-D-04,normal
R00730,BLD-D,科研实验楼D,lab,2026-01-23 03:00:00,412.39,11.3,137.38,414.36,6.1,11.9,1.7,43.5,8.5,FCU-D-04,normal
R00731,BLD-D,科研实验楼D,lab,2026-01-23 06:00:00,419.98,11.2,139.07,444.3,6.5,11.3,2.5,43.8,53.7,FCU-D-04,normal
R00732,BLD-D,科研实验楼D,lab,2026-01-23 09:00:00,632.47,11.68,191.46,452.86,6.4,10.9,5.1,43.7,60.0,FCU-D-04,abnormal
R00733,BLD-D,科研实验楼D,lab,2026-01-23 12:00:00,479.39,11.83,159.27,470.46,6.2,12.2,9.0,43.2,73.2,FCU-D-04,normal
R00734,BLD-D,科研实验楼D,lab,2026-01-23 15:00:00,460.13,11.62,152.19,450.84,6.7,11.1,9.1,41.4,86.9,FCU-D-04,normal
R00735,BLD-D,科研实验楼D,lab,2026-01-23 18:00:00,417.01,11.47,138.9,416.57,6.3,12.0,6.6,40.1,87.3,FCU-D-04,normal
R00736,BLD-D,科研实验楼D,lab,2026-01-23 21:00:00,413.99,11.41,138.22,407.91,7.2,12.3,2.9,45.8,10.9,FCU-D-04,normal
R00737,BLD-A,综合教学楼A,teaching,2026-01-24 00:00:00,220.99,9.21,73.39,221.31,6.2,12.4,2.2,49.2,2.0,AHU-A-01,normal
R00738,BLD-A,综合教学楼A,teaching,2026-01-24 03:00:00,220.15,9.17,73.03,227.74,6.7,11.3,1.8,41.6,1.9,AHU-A-01,normal
R00739,BLD-A,综合教学楼A,teaching,2026-01-24 06:00:00,253.6,9.55,84.64,252.61,7.0,12.2,1.6,43.8,14.3,AHU-A-01,normal
R00740,BLD-A,综合教学楼A,teaching,2026-01-24 09:00:00,289.59,9.96,96.68,291.93,6.5,11.8,6.4,44.8,12.8,AHU-A-01,normal
R00741,BLD-A,综合教学楼A,teaching,2026-01-24 12:00:00,278.28,9.89,92.75,265.55,7.2,12.4,8.0,48.1,16.3,AHU-A-01,normal
R00742,BLD-A,综合教学楼A,teaching,2026-01-24 15:00:00,268.28,9.82,89.25,266.72,6.6,12.1,9.3,51.6,21.5,AHU-A-01,normal
R00743,BLD-A,综合教学楼A,teaching,2026-01-24 18:00:00,238.55,9.62,79.74,252.12,6.9,12.4,6.9,44.2,23.5,AHU-A-01,normal
R00744,BLD-A,综合教学楼A,teaching,2026-01-24 21:00:00,227.74,9.36,75.93,235.24,6.1,12.7,2.6,43.4,1.2,AHU-A-01,normal
R00745,BLD-B,行政办公楼B,office,2026-01-24 00:00:00,196.87,7.39,64.61,197.27,7.2,11.2,1.9,43.6,2.1,CH-B-02,normal
R00746,BLD-B,行政办公楼B,office,2026-01-24 03:00:00,185.28,7.19,60.38,189.82,6.6,11.8,1.8,36.8,2.6,CH-B-02,normal
R00747,BLD-B,行政办公楼B,office,2026-01-24 06:00:00,199.78,7.31,65.13,208.37,7.0,10.9,2.6,47.3,16.2,CH-B-02,normal
R00748,BLD-B,行政办公楼B,office,2026-01-24 09:00:00,237.95,7.65,77.65,237.83,6.3,12.2,4.9,44.9,16.7,CH-B-02,normal
R00749,BLD-B,行政办公楼B,office,2026-01-24 12:00:00,240.61,7.86,79.08,254.33,6.7,12.8,8.3,52.6,19.3,CH-B-02,normal
R00750,BLD-B,行政办公楼B,office,2026-01-24 15:00:00,220.34,7.62,71.83,214.75,6.2,11.5,9.4,40.7,25.9,CH-B-02,normal
R00751,BLD-B,行政办公楼B,office,2026-01-24 18:00:00,202.35,7.53,66.48,210.39,6.5,12.5,6.4,39.2,27.5,CH-B-02,normal
R00752,BLD-B,行政办公楼B,office,2026-01-24 21:00:00,185.22,7.27,60.54,178.81,6.6,11.6,3.6,46.4,2.0,CH-B-02,normal
R00753,BLD-C,图书信息楼C,library,2026-01-24 00:00:00,324.16,8.81,104.1,310.37,7.4,12.5,1.9,42.0,5.4,CT-C-03,normal
R00754,BLD-C,图书信息楼C,library,2026-01-24 03:00:00,348.92,9.0,112.59,320.9,6.0,12.3,-0.1,43.3,5.2,CT-C-03,normal
R00755,BLD-C,图书信息楼C,library,2026-01-24 06:00:00,339.73,8.82,108.71,335.88,6.6,11.8,2.2,49.4,32.8,CT-C-03,normal
R00756,BLD-C,图书信息楼C,library,2026-01-24 09:00:00,511.46,9.29,150.0,373.4,6.8,11.8,6.4,44.4,41.0,CT-C-03,abnormal
R00757,BLD-C,图书信息楼C,library,2026-01-24 12:00:00,364.66,9.04,116.19,368.98,6.4,11.9,8.4,48.3,52.9,CT-C-03,normal
R00758,BLD-C,图书信息楼C,library,2026-01-24 15:00:00,377.98,9.25,121.16,370.59,7.1,11.1,9.5,45.8,64.9,CT-C-03,normal
R00759,BLD-C,图书信息楼C,library,2026-01-24 18:00:00,330.04,8.96,106.03,342.81,7.5,12.4,6.7,40.7,69.0,CT-C-03,normal
R00760,BLD-C,图书信息楼C,library,2026-01-24 21:00:00,376.57,8.48,109.46,271.1,7.1,12.7,2.7,48.3,5.0,CT-C-03,abnormal
R00761,BLD-D,科研实验楼D,lab,2026-01-24 00:00:00,415.0,11.26,138.14,392.62,6.5,12.4,0.7,45.7,9.5,FCU-D-04,normal
R00762,BLD-D,科研实验楼D,lab,2026-01-24 03:00:00,407.91,11.18,135.52,406.13,7.4,12.4,0.7,41.1,11.4,FCU-D-04,normal
R00763,BLD-D,科研实验楼D,lab,2026-01-24 06:00:00,407.29,11.0,134.21,419.45,6.8,11.0,1.7,48.1,60.7,FCU-D-04,normal
R00764,BLD-D,科研实验楼D,lab,2026-01-24 09:00:00,478.92,11.56,158.2,499.86,6.9,11.4,5.7,38.7,74.1,FCU-D-04,normal
R00765,BLD-D,科研实验楼D,lab,2026-01-24 12:00:00,488.45,11.82,162.26,466.61,6.4,12.5,7.7,51.3,72.0,FCU-D-04,normal
R00766,BLD-D,科研实验楼D,lab,2026-01-24 15:00:00,454.46,11.52,149.96,432.42,6.7,12.4,8.6,42.5,86.5,FCU-D-04,normal
R00767,BLD-D,科研实验楼D,lab,2026-01-24 18:00:00,420.99,11.49,140.28,446.36,6.5,11.1,6.2,45.1,95,FCU-D-04,normal
R00768,BLD-D,科研实验楼D,lab,2026-01-24 21:00:00,425.48,11.48,142.26,460.52,7.2,11.4,1.9,37.5,10.3,FCU-D-04,normal
R00769,BLD-A,综合教学楼A,teaching,2026-01-25 00:00:00,225.86,9.27,75.13,222.75,7.0,12.3,1.7,38.1,1.9,AHU-A-01,normal
R00770,BLD-A,综合教学楼A,teaching,2026-01-25 03:00:00,216.15,9.0,71.34,223.54,7.1,11.9,-0.1,39.5,1.3,AHU-A-01,normal
R00771,BLD-A,综合教学楼A,teaching,2026-01-25 06:00:00,246.82,9.46,82.19,261.8,6.0,12.7,2.0,42.0,10.3,AHU-A-01,normal
R00772,BLD-A,综合教学楼A,teaching,2026-01-25 09:00:00,284.47,9.84,94.68,268.63,7.4,12.1,5.7,51.5,16.2,AHU-A-01,normal
R00773,BLD-A,综合教学楼A,teaching,2026-01-25 12:00:00,257.62,9.68,85.41,252.88,6.4,11.1,9.9,53.8,20.1,AHU-A-01,normal
R00774,BLD-A,综合教学楼A,teaching,2026-01-25 15:00:00,254.89,9.66,84.45,264.2,6.9,11.3,10.2,52.0,22.6,AHU-A-01,normal
R00775,BLD-A,综合教学楼A,teaching,2026-01-25 18:00:00,231.15,9.45,76.95,238.74,7.2,10.9,6.4,41.0,24.6,AHU-A-01,normal
R00776,BLD-A,综合教学楼A,teaching,2026-01-25 21:00:00,208.26,8.96,68.66,201.79,6.3,10.9,1.9,41.6,1.2,AHU-A-01,normal
R00777,BLD-B,行政办公楼B,office,2026-01-25 00:00:00,212.63,7.6,70.26,226.19,7.0,12.2,0.9,43.8,2.7,CH-B-02,normal
R00778,BLD-B,行政办公楼B,office,2026-01-25 03:00:00,213.16,7.56,70.36,224.99,6.8,12.7,-0.1,35.7,2.4,CH-B-02,normal
R00779,BLD-B,行政办公楼B,office,2026-01-25 06:00:00,216.13,7.6,71.17,228.68,7.0,12.7,3.3,39.9,14.0,CH-B-02,normal
R00780,BLD-B,行政办公楼B,office,2026-01-25 09:00:00,315.56,7.79,94.58,229.38,6.2,11.0,5.3,50.4,18.7,CH-B-02,abnormal
R00781,BLD-B,行政办公楼B,office,2026-01-25 12:00:00,229.88,7.76,75.32,242.63,6.4,11.7,9.5,45.3,18.0,CH-B-02,normal
R00782,BLD-B,行政办公楼B,office,2026-01-25 15:00:00,247.09,8.04,81.64,247.09,6.2,12.4,9.8,49.4,21.7,CH-B-02,normal
R00783,BLD-B,行政办公楼B,office,2026-01-25 18:00:00,205.69,7.58,67.68,193.78,6.1,12.0,6.2,51.1,27.5,CH-B-02,normal
R00784,BLD-B,行政办公楼B,office,2026-01-25 21:00:00,194.89,7.37,63.92,197.45,7.4,12.2,2.2,48.1,1.7,CH-B-02,normal
R00785,BLD-C,图书信息楼C,library,2026-01-25 00:00:00,328.6,8.83,105.58,320.6,7.4,11.8,1.3,47.6,6.7,CT-C-03,normal
R00786,BLD-C,图书信息楼C,library,2026-01-25 03:00:00,338.01,8.91,108.84,331.61,6.0,12.7,0.7,45.4,7.4,CT-C-03,normal
R00787,BLD-C,图书信息楼C,library,2026-01-25 06:00:00,337.65,8.84,108.12,321.21,7.0,11.7,3.1,44.1,43.1,CT-C-03,normal
R00788,BLD-C,图书信息楼C,library,2026-01-25 09:00:00,420.92,9.5,135.75,437.62,6.1,11.8,6.2,39.6,45.3,CT-C-03,normal
R00789,BLD-C,图书信息楼C,library,2026-01-25 12:00:00,383.48,9.31,123.12,367.06,6.3,12.2,9.5,43.1,46.4,CT-C-03,normal
R00790,BLD-C,图书信息楼C,library,2026-01-25 15:00:00,374.79,9.3,120.3,371.2,7.1,11.2,10.8,46.6,54.0,CT-C-03,normal
R00791,BLD-C,图书信息楼C,library,2026-01-25 18:00:00,334.37,8.98,107.47,305.9,6.8,11.5,6.1,46.6,66.0,CT-C-03,normal
R00792,BLD-C,图书信息楼C,library,2026-01-25 21:00:00,327.36,8.91,105.39,298.85,6.1,12.4,2.9,42.3,8.1,CT-C-03,normal
R00793,BLD-D,科研实验楼D,lab,2026-01-25 00:00:00,384.78,10.89,126.99,382.54,7.0,12.6,0.7,45.8,11.1,FCU-D-04,normal
R00794,BLD-D,科研实验楼D,lab,2026-01-25 03:00:00,415.77,11.22,138.28,398.17,7.0,11.8,-0.0,46.9,8.3,FCU-D-04,normal
R00795,BLD-D,科研实验楼D,lab,2026-01-25 06:00:00,398.86,11.01,131.46,380.23,6.1,11.5,3.3,46.1,50.7,FCU-D-04,normal
R00796,BLD-D,科研实验楼D,lab,2026-01-25 09:00:00,493.82,11.78,163.91,518.54,6.2,11.8,6.5,40.9,67.6,FCU-D-04,normal
R00797,BLD-D,科研实验楼D,lab,2026-01-25 12:00:00,454.91,11.6,150.4,475.39,7.5,12.2,9.6,52.0,74.4,FCU-D-04,normal
R00798,BLD-D,科研实验楼D,lab,2026-01-25 15:00:00,508.04,12.18,169.96,538.99,7.2,12.4,9.4,48.6,79.2,FCU-D-04,normal
R00799,BLD-D,科研实验楼D,lab,2026-01-25 18:00:00,394.13,11.22,130.56,390.96,7.0,12.0,7.1,40.7,88.7,FCU-D-04,normal
R00800,BLD-D,科研实验楼D,lab,2026-01-25 21:00:00,420.26,11.47,140.49,446.19,6.9,12.4,2.7,36.5,8.5,FCU-D-04,normal
R00801,BLD-A,综合教学楼A,teaching,2026-01-26 00:00:00,254.34,9.5,84.4,241.18,7.0,12.6,0.8,35,1.9,AHU-A-01,normal
R00802,BLD-A,综合教学楼A,teaching,2026-01-26 03:00:00,266.47,9.7,88.86,258.28,7.0,11.9,0.7,45.3,3.2,AHU-A-01,normal
R00803,BLD-A,综合教学楼A,teaching,2026-01-26 06:00:00,288.79,9.93,96.48,279.38,6.7,12.7,2.2,44.1,16.8,AHU-A-01,normal
R00804,BLD-A,综合教学楼A,teaching,2026-01-26 09:00:00,416.72,10.25,126.98,304.12,6.2,11.9,6.2,43.2,21.8,AHU-A-01,abnormal
R00805,BLD-A,综合教学楼A,teaching,2026-01-26 12:00:00,298.88,9.98,98.98,288.23,7.2,12.2,7.9,50.2,31.9,AHU-A-01,normal
R00806,BLD-A,综合教学楼A,teaching,2026-01-26 15:00:00,284.83,9.87,94.06,303.5,6.7,11.2,9.4,51.7,38.4,AHU-A-01,normal
R00807,BLD-A,综合教学楼A,teaching,2026-01-26 18:00:00,235.64,9.38,77.6,233.0,6.5,12.4,7.3,48.1,40.1,AHU-A-01,normal
R00808,BLD-A,综合教学楼A,teaching,2026-01-26 21:00:00,229.23,9.23,75.49,218.46,7.2,11.8,3.5,46.8,3.8,AHU-A-01,normal
R00809,BLD-B,行政办公楼B,office,2026-01-26 00:00:00,239.87,7.85,79.22,234.23,6.3,12.2,1.0,44.8,4.0,CH-B-02,normal
R00810,BLD-B,行政办公楼B,office,2026-01-26 03:00:00,237.7,7.79,78.37,245.28,7.3,11.6,0.5,38.9,2.7,CH-B-02,normal
R00811,BLD-B,行政办公楼B,office,2026-01-26 06:00:00,243.29,7.76,79.83,229.98,7.4,11.8,1.7,42.0,28.0,CH-B-02,normal
R00812,BLD-B,行政办公楼B,office,2026-01-26 09:00:00,267.13,7.91,87.15,281.49,6.3,11.1,5.6,48.0,30.9,CH-B-02,normal
R00813,BLD-B,行政办公楼B,office,2026-01-26 12:00:00,249.25,7.87,81.21,244.65,6.3,11.6,9.4,42.5,38.2,CH-B-02,normal
R00814,BLD-B,行政办公楼B,office,2026-01-26 15:00:00,264.2,8.15,86.87,267.3,6.3,12.7,10.8,52.6,41.5,CH-B-02,normal
R00815,BLD-B,行政办公楼B,office,2026-01-26 18:00:00,210.26,7.56,68.54,221.94,6.9,12.5,7.8,51.5,45.4,CH-B-02,normal
R00816,BLD-B,行政办公楼B,office,2026-01-26 21:00:00,229.95,7.76,75.76,224.05,6.9,12.6,2.4,46.0,3.1,CH-B-02,normal
R00817,BLD-C,图书信息楼C,library,2026-01-26 00:00:00,306.02,8.59,97.44,314.9,6.1,11.8,2.1,43.5,5.3,CT-C-03,normal
R00818,BLD-C,图书信息楼C,library,2026-01-26 03:00:00,302.77,8.53,96.21,303.54,7.2,11.8,1.6,42.6,7.0,CT-C-03,normal
R00819,BLD-C,图书信息楼C,library,2026-01-26 06:00:00,354.77,8.96,113.74,366.14,6.2,11.5,1.8,35.4,45.1,CT-C-03,normal
R00820,BLD-C,图书信息楼C,library,2026-01-26 09:00:00,378.58,9.06,120.42,375.16,7.3,12.3,6.3,45.1,47.2,CT-C-03,normal
R00821,BLD-C,图书信息楼C,library,2026-01-26 12:00:00,390.76,9.27,125.08,374.01,7.2,11.6,7.8,50.3,62.8,CT-C-03,normal
