record_id,building_id,building_name,building_type,timestamp,electricity_kwh,water_m3,hvac_kwh,cooling_load_kwh,chilled_water_supply_temp_c,chilled_water_return_temp_c,environment_temp_c,humidity_rh,occupancy_density_per_100m2,equipment_id,equipment_status
R00476,BLD-D,科研实验楼D,lab,2026-03-15 09:00:00,404.81,11.73,134.21,379.26,6.5,12.5,19.5,56.0,71.2,FCU-D-04,normal
R00477,BLD-D,科研实验楼D,lab,2026-03-15 12:00:00,393.38,11.58,129.99,404.44,6.5,11.1,21.7,61.9,79.5,FCU-D-04,normal
R00478,BLD-D,科研实验楼D,lab,2026-03-15 15:00:00,404.82,11.73,134.21,395.29,6.4,12.3,22.1,55.5,95,FCU-D-04,normal
R00479,BLD-D,科研实验楼D,lab,2026-03-15 18:00:00,342.16,11.41,113.83,337.38,7.4,11.6,22.2,65.6,95,FCU-D-04,normal
R00480,BLD-D,科研实验楼D,lab,2026-03-15 21:00:00,296.55,10.94,97.99,285.73,7.1,11.1,24.3,66.0,11.0,FCU-D-04,normal
R00481,BLD-A,综合教学楼A,teaching,2026-03-16 00:00:00,223.49,9.66,74.45,230.28,6.1,12.6,19.0,55.4,4.8,AHU-A-01,normal
R00482,BLD-A,综合教学楼A,teaching,2026-03-16 03:00:00,208.6,9.36,68.96,213.63,7.0,10.9,19.6,53.7,8.0,AHU-A-01,normal
R00483,BLD-A,综合教学楼A,teaching,2026-03-16 06:00:00,241.42,9.78,80.37,242.65,6.2,12.2,19.9,58.4,42.9,AHU-A-01,normal
R00484,BLD-A,综合教学楼A,teaching,2026-03-16 09:00:00,292.08,10.15,97.14,284.96,6.9,11.2,20.3,62.3,55.4,AHU-A-01,normal
R00485,BLD-A,综合教学楼A,teaching,2026-03-16 12:00:00,300.35,10.28,100.19,287.35,6.2,11.3,20.5,63.1,56.1,AHU-A-01,normal
R00486,BLD-A,综合教学楼A,teaching,2026-03-16 15:00:00,274.3,9.87,90.59,282.22,6.4,11.0,21.5,60.4,68.1,AHU-A-01,normal
R00487,BLD-A,综合教学楼A,teaching,2026-03-16 18:00:00,234.88,9.66,77.95,219.92,7.0,12.6,22.1,66.1,81.0,AHU-A-01,normal
R00488,BLD-A,综合教学楼A,teaching,2026-03-16 21:00:00,226.64,9.72,75.61,229.47,7.1,11.1,23.8,55.1,3.5,AHU-A-01,normal
R00489,BLD-B,行政办公楼B,office,2026-03-16 00:00:00,186.3,7.53,60.91,183.65,6.1,11.2,18.2,66.9,6.5,CH-B-02,normal
R00490,BLD-B,行政办公楼B,office,2026-03-16 03:00:00,180.28,7.43,58.72,183.8,6.1,12.3,19.0,64.3,6.6,CH-B-02,normal
R00491,BLD-B,行政办公楼B,office,2026-03-16 06:00:00,196.16,7.54,63.89,189.78,6.7,12.1,21.0,62.3,43.1,CH-B-02,normal
R00492,BLD-B,行政办公楼B,office,2026-03-16 09:00:00,270.01,8.29,89.15,266.4,7.4,11.4,19.8,64.5,53.8,CH-B-02,normal
R00493,BLD-B,行政办公楼B,office,2026-03-16 12:00:00,251.84,8.04,82.52,260.33,6.2,12.2,22.3,64.2,72.7,CH-B-02,normal
R00494,BLD-B,行政办公楼B,office,2026-03-16 15:00:00,239.78,7.87,78.12,239.69,7.2,12.2,23.2,55.3,79.0,CH-B-02,normal
R00495,BLD-B,行政办公楼B,office,2026-03-16 18:00:00,200.25,7.61,65.39,203.19,7.3,12.7,22.5,58.1,82.5,CH-B-02,normal
R00496,BLD-B,行政办公楼B,office,2026-03-16 21:00:00,182.82,7.47,59.64,169.34,6.4,11.5,24.4,54.6,7.1,CH-B-02,normal
R00497,BLD-C,图书信息楼C,library,2026-03-16 00:00:00,271.55,8.9,87.26,266.78,7.5,12.2,19.2,63.8,9.9,CT-C-03,normal
R00498,BLD-C,图书信息楼C,library,2026-03-16 03:00:00,257.64,8.7,82.31,254.98,6.4,11.6,19.5,62.9,7.5,CT-C-03,normal
R00499,BLD-C,图书信息楼C,library,2026-03-16 06:00:00,376.32,9.03,110.48,293.25,6.1,12.1,19.9,64.8,57.1,CT-C-03,abnormal
R00500,BLD-C,图书信息楼C,library,2026-03-16 09:00:00,332.52,9.09,105.89,301.95,6.7,11.4,21.6,65.0,73.1,CT-C-03,normal
R00501,BLD-C,图书信息楼C,library,2026-03-16 12:00:00,373.48,9.58,120.47,360.14,6.4,11.8,20.4,56.2,79.6,CT-C-03,normal
R00502,BLD-C,图书信息楼C,library,2026-03-16 15:00:00,364.97,9.48,117.45,337.05,6.7,12.1,22.0,65.0,86.5,CT-C-03,normal
R00503,BLD-C,图书信息楼C,library,2026-03-16 18:00:00,270.31,8.7,86.0,245.81,6.9,12.1,22.6,60.8,89.0,CT-C-03,normal
R00504,BLD-C,图书信息楼C,library,2026-03-16 21:00:00,256.36,8.68,81.85,263.49,6.5,11.0,23.5,55.9,10.4,CT-C-03,normal
R00505,BLD-D,科研实验楼D,lab,2026-03-16 00:00:00,298.09,10.97,98.56,297.52,7.0,12.3,18.7,60.9,12.1,FCU-D-04,normal
R00506,BLD-D,科研实验楼D,lab,2026-03-16 03:00:00,293.22,10.89,96.76,306.6,7.4,11.5,20.1,56.1,10.7,FCU-D-04,normal
R00507,BLD-D,科研实验楼D,lab,2026-03-16 06:00:00,338.55,11.36,112.49,323.87,7.1,12.3,20.6,53.7,57.0,FCU-D-04,normal
R00508,BLD-D,科研实验楼D,lab,2026-03-16 09:00:00,388.42,11.52,128.16,382.56,6.7,12.4,21.1,55.7,81.2,FCU-D-04,normal
R00509,BLD-D,科研实验楼D,lab,2026-03-16 12:00:00,424.58,11.98,141.51,448.82,6.9,12.4,20.5,58.8,91.7,FCU-D-04,normal
R00510,BLD-D,科研实验楼D,lab,2026-03-16 15:00:00,408.79,11.78,135.68,411.04,6.8,11.0,22.5,66.4,87.9,FCU-D-04,normal
R00511,BLD-D,科研实验楼D,lab,2026-03-16 18:00:00,358.63,11.66,119.91,384.53,6.3,12.0,23.6,59.8,95,FCU-D-04,normal
R00512,BLD-D,科研实验楼D,lab,2026-03-16 21:00:00,320.79,11.33,106.94,341.2,6.8,11.6,22.5,58.5,12.0,FCU-D-04,normal
R00513,BLD-A,综合教学楼A,teaching,2026-03-17 00:00:00,231.13,9.8,77.27,249.16,7.5,11.8,20.0,63.6,4.4,AHU-A-01,normal
R00514,BLD-A,综合教学楼A,teaching,2026-03-17 03:00:00,204.79,9.29,67.55,198.97,7.1,12.5,19.5,62.7,6.7,AHU-A-01,normal
R00515,BLD-A,综合教学楼A,teaching,2026-03-17 06:00:00,242.17,9.79,80.64,248.56,6.4,11.6,21.4,61.8,36.6,AHU-A-01,normal
R00516,BLD-A,综合教学楼A,teaching,2026-03-17 09:00:00,293.82,10.18,97.78,296.45,7.0,11.5,22.1,62.0,60.7,AHU-A-01,normal
R00517,BLD-A,综合教学楼A,teaching,2026-03-17 12:00:00,270.82,9.82,89.3,276.86,6.6,12.3,21.3,59.6,64.3,AHU-A-01,normal
R00518,BLD-A,综合教学楼A,teaching,2026-03-17 15:00:00,300.79,10.28,100.36,305.04,6.0,11.2,21.8,64.8,79.0,AHU-A-01,normal
R00519,BLD-A,综合教学楼A,teaching,2026-03-17 18:00:00,240.76,9.77,80.12,235.6,6.4,12.5,22.3,63.4,77.9,AHU-A-01,normal
R00520,BLD-A,综合教学楼A,teaching,2026-03-17 21:00:00,222.13,9.63,73.95,233.82,6.2,12.5,23.1,63.5,3.2,AHU-A-01,normal
R00521,BLD-B,行政办公楼B,office,2026-03-17 00:00:00,199.75,7.77,65.82,192.17,7.2,12.4,19.9,63.3,7.8,CH-B-02,normal
R00522,BLD-B,行政办公楼B,office,2026-03-17 03:00:00,187.18,7.55,61.23,197.29,7.5,11.5,20.1,65.9,6.9,CH-B-02,normal
R00523,BLD-B,行政办公楼B,office,2026-03-17 06:00:00,270.66,7.8,81.29,209.96,7.3,12.5,19.2,56.4,51.2,CH-B-02,abnormal
R00524,BLD-B,行政办公楼B,office,2026-03-17 09:00:00,271.23,8.31,89.59,273.22,6.9,12.4,21.5,62.0,64.1,CH-B-02,normal
R00525,BLD-B,行政办公楼B,office,2026-03-17 12:00:00,273.17,8.34,90.3,261.74,6.3,11.9,21.2,55.4,73.3,CH-B-02,normal
R00526,BLD-B,行政办公楼B,office,2026-03-17 15:00:00,251.53,8.03,82.41,252.6,6.4,11.5,22.1,60.7,73.8,CH-B-02,normal
R00527,BLD-B,行政办公楼B,office,2026-03-17 18:00:00,216.22,7.87,71.21,202.34,7.4,12.1,22.1,55.1,87.8,CH-B-02,normal
R00528,BLD-B,行政办公楼B,office,2026-03-17 21:00:00,197.59,7.73,65.03,204.8,6.5,11.3,23.6,60.9,6.8,CH-B-02,normal
R00529,BLD-C,图书信息楼C,library,2026-03-17 00:00:00,251.77,8.61,80.22,244.31,6.1,11.3,18.0,60.0,9.1,CT-C-03,normal
R00530,BLD-C,图书信息楼C,library,2026-03-17 03:00:00,252.89,8.63,80.62,252.83,6.8,12.8,19.3,58.0,8.1,CT-C-03,normal
R00531,BLD-C,图书信息楼C,library,2026-03-17 06:00:00,300.08,9.11,96.6,290.48,7.4,12.1,21.5,53.0,59.0,CT-C-03,normal
R00532,BLD-C,图书信息楼C,library,2026-03-17 09:00:00,355.9,9.37,114.22,366.03,7.4,11.6,22.1,62.5,63.3,CT-C-03,normal
R00533,BLD-C,图书信息楼C,library,2026-03-17 12:00:00,351.83,9.32,112.77,335.76,7.2,11.7,21.1,65.7,82.8,CT-C-03,normal
R00534,BLD-C,图书信息楼C,library,2026-03-17 15:00:00,326.82,9.03,103.87,334.27,6.3,12.7,23.3,55.6,87.8,CT-C-03,normal
R00535,BLD-C,图书信息楼C,library,2026-03-17 18:00:00,288.29,8.95,92.4,290.58,7.3,11.7,21.8,53.8,95,CT-C-03,normal
R00536,BLD-C,图书信息楼C,library,2026-03-17 21:00:00,248.74,8.57,79.14,248.94,7.0,12.7,23.7,62.8,11.9,CT-C-03,normal
R00537,BLD-D,科研实验楼D,lab,2026-03-17 00:00:00,321.52,11.34,107.21,306.26,6.1,12.4,18.2,59.3,10.7,FCU-D-04,normal
R00538,BLD-D,科研实验楼D,lab,2026-03-17 03:00:00,313.08,11.21,104.09,310.5,6.9,11.7,19.9,56.1,10.3,FCU-D-04,normal
R00539,BLD-D,科研实验楼D,lab,2026-03-17 06:00:00,314.0,10.99,103.43,318.55,7.1,12.0,20.7,60.4,65.5,FCU-D-04,normal
R00540,BLD-D,科研实验楼D,lab,2026-03-17 09:00:00,423.64,11.97,141.16,444.72,6.5,11.1,20.0,65.9,66.4,FCU-D-04,normal
R00541,BLD-D,科研实验楼D,lab,2026-03-17 12:00:00,427.45,12.02,142.57,430.42,6.8,11.2,21.5,58.4,86.9,FCU-D-04,normal
R00542,BLD-D,科研实验楼D,lab,2026-03-17 15:00:00,405.26,11.73,134.38,387.07,7.0,12.6,23.0,60.6,95,FCU-D-04,normal
R00543,BLD-D,科研实验楼D,lab,2026-03-17 18:00:00,351.82,11.55,117.39,358.34,6.8,11.1,23.5,58.1,95,FCU-D-04,normal
R00544,BLD-D,科研实验楼D,lab,2026-03-17 21:00:00,288.35,10.81,94.96,279.95,7.1,12.6,23.9,60.4,13.7,FCU-D-04,normal
R00545,BLD-A,综合教学楼A,teaching,2026-03-18 00:00:00,211.34,9.42,69.97,202.04,6.3,12.5,19.0,61.8,5.6,AHU-A-01,normal
R00546,BLD-A,综合教学楼A,teaching,2026-03-18 03:00:00,206.68,9.33,68.25,216.87,7.4,12.8,19.1,64.0,7.3,AHU-A-01,normal
R00547,BLD-A,综合教学楼A,teaching,2026-03-18 06:00:00,299.12,9.64,90.69,212.92,7.1,11.8,20.6,56.9,34.2,AHU-A-01,abnormal
R00548,BLD-A,综合教学楼A,teaching,2026-03-18 09:00:00,279.72,9.96,92.58,285.18,7.4,11.5,20.3,62.0,45.3,AHU-A-01,normal
R00549,BLD-A,综合教学楼A,teaching,2026-03-18 12:00:00,284.66,10.03,94.41,288.66,6.5,11.5,22.1,57.1,64.5,AHU-A-01,normal
R00550,BLD-A,综合教学楼A,teaching,2026-03-18 15:00:00,283.74,10.02,94.07,294.5,6.7,12.5,21.3,56.2,68.5,AHU-A-01,normal
R00551,BLD-A,综合教学楼A,teaching,2026-03-18 18:00:00,222.62,9.43,73.44,218.15,6.5,11.9,23.7,65.1,83.3,AHU-A-01,normal
R00552,BLD-A,综合教学楼A,teaching,2026-03-18 21:00:00,206.11,9.32,68.04,195.87,6.8,11.4,24.1,64.6,7.3,AHU-A-01,normal
R00553,BLD-B,行政办公楼B,office,2026-03-18 00:00:00,203.83,7.84,67.31,204.14,6.0,12.0,18.2,53.8,5.1,CH-B-02,normal
R00554,BLD-B,行政办公楼B,office,2026-03-18 03:00:00,190.45,7.61,62.43,190.29,7.5,11.8,20.1,65.5,7.8,CH-B-02,normal
R00555,BLD-B,行政办公楼B,office,2026-03-18 06:00:00,218.2,7.91,71.93,225.01,6.4,11.8,20.2,55.9,53.9,CH-B-02,normal
R00556,BLD-B,行政办公楼B,office,2026-03-18 09:00:00,256.44,8.1,84.2,267.43,7.2,12.1,20.9,59.8,62.4,CH-B-02,normal
R00557,BLD-B,行政办公楼B,office,2026-03-18 12:00:00,243.73,7.92,79.56,256.07,7.0,12.7,21.9,59.0,64.2,CH-B-02,normal
R00558,BLD-B,行政办公楼B,office,2026-03-18 15:00:00,264.75,8.22,87.23,263.86,6.1,11.6,22.5,57.8,75.4,CH-B-02,normal
R00559,BLD-B,行政办公楼B,office,2026-03-18 18:00:00,196.06,7.54,63.86,192.68,6.7,11.0,22.5,65.5,88.5,CH-B-02,normal
R00560,BLD-B,行政办公楼B,office,2026-03-18 21:00:00,206.45,7.89,68.26,216.29,7.3,11.4,23.4,62.6,7.6,CH-B-02,normal
R00561,BLD-C,图书信息楼C,library,2026-03-18 00:00:00,265.47,8.81,85.09,263.31,7.3,11.9,18.4,61.9,8.8,CT-C-03,normal
R00562,BLD-C,图书信息楼C,library,2026-03-18 03:00:00,259.08,8.72,82.82,263.74,6.7,11.8,20.8,60.0,8.8,CT-C-03,normal
R00563,BLD-C,图书信息楼C,library,2026-03-18 06:00:00,291.02,8.98,93.37,266.33,7.0,11.3,20.5,54.7,50.0,CT-C-03,normal
R00564,BLD-C,图书信息楼C,library,2026-03-18 09:00:00,334.03,9.11,106.43,310.43,7.2,12.3,20.9,62.8,59.6,CT-C-03,normal
R00565,BLD-C,图书信息楼C,library,2026-03-18 12:00:00,348.87,9.29,111.71,354.13,6.0,11.0,21.8,55.7,70.9,CT-C-03,normal
R00566,BLD-C,图书信息楼C,library,2026-03-18 15:00:00,353.5,9.34,113.36,346.93,6.1,11.4,21.7,61.6,79.2,CT-C-03,normal
R00567,BLD-C,图书信息楼C,library,2026-03-18 18:00:00,273.51,8.74,87.14,246.41,7.1,12.2,24.3,61.2,95,CT-C-03,normal
R00568,BLD-C,图书信息楼C,library,2026-03-18 21:00:00,327.11,8.67,95.43,249.34,6.3,12.5,22.8,59.1,12.0,CT-C-03,abnormal
R00569,BLD-D,科研实验楼D,lab,2026-03-18 00:00:00,314.99,11.24,104.8,324.56,6.4,12.3,19.9,64.3,9.9,FCU-D-04,normal
R00570,BLD-D,科研实验楼D,lab,2026-03-18 03:00:00,388.41,11.05,117.63,287.8,6.2,11.3,19.8,61.1,10.1,FCU-D-04,abnormal
R00571,BLD-D,科研实验楼D,lab,2026-03-18 06:00:00,354.96,11.6,118.55,339.1,6.7,12.1,20.5,58.7,56.7,FCU-D-04,normal
R00572,BLD-D,科研实验楼D,lab,2026-03-18 09:00:00,384.4,11.47,126.68,382.88,6.2,12.0,21.9,59.8,66.6,FCU-D-04,normal
R00573,BLD-D,科研实验楼D,lab,2026-03-18 12:00:00,431.14,12.06,143.93,437.44,6.6,11.0,22.8,63.6,86.7,FCU-D-04,normal
R00574,BLD-D,科研实验楼D,lab,2026-03-18 15:00:00,413.49,11.84,137.41,409.51,6.9,12.3,21.9,64.0,95,FCU-D-04,normal
R00575,BLD-D,科研实验楼D,lab,2026-03-18 18:00:00,350.19,11.53,116.79,352.76,6.3,12.5,23.6,54.2,95,FCU-D-04,normal
R00576,BLD-D,科研实验楼D,lab,2026-03-18 21:00:00,300.79,11.01,99.56,310.4,7.2,12.0,24.7,58.5,9.9,FCU-D-04,normal
R00577,BLD-A,综合教学楼A,teaching,2026-03-19 00:00:00,204.3,9.28,67.37,198.93,6.5,11.2,18.2,61.8,6.4,AHU-A-01,normal
R00578,BLD-A,综合教学楼A,teaching,2026-03-19 03:00:00,220.92,9.61,73.5,218.56,6.4,12.2,19.5,64.6,5.1,AHU-A-01,normal
R00579,BLD-A,综合教学楼A,teaching,2026-03-19 06:00:00,243.63,9.82,81.18,241.56,6.8,11.4,20.5,63.6,41.7,AHU-A-01,normal
R00580,BLD-A,综合教学楼A,teaching,2026-03-19 09:00:00,278.72,9.94,92.22,293.16,7.0,12.3,21.0,62.5,56.7,AHU-A-01,normal
R00581,BLD-A,综合教学楼A,teaching,2026-03-19 12:00:00,284.5,10.03,94.35,281.93,6.5,11.9,22.5,54.9,57.9,AHU-A-01,normal
R00582,BLD-A,综合教学楼A,teaching,2026-03-19 15:00:00,294.84,10.19,98.16,277.03,6.1,11.2,23.2,54.9,81.9,AHU-A-01,normal
R00583,BLD-A,综合教学楼A,teaching,2026-03-19 18:00:00,249.41,9.92,83.31,237.75,6.1,11.6,23.2,53.5,79.0,AHU-A-01,normal
R00584,BLD-A,综合教学楼A,teaching,2026-03-19 21:00:00,231.37,9.81,77.35,237.54,7.4,12.5,24.3,59.9,6.6,AHU-A-01,normal
R00585,BLD-B,行政办公楼B,office,2026-03-19 00:00:00,196.99,7.72,64.81,204.65,6.4,11.0,19.3,55.5,8.3,CH-B-02,normal
R00586,BLD-B,行政办公楼B,office,2026-03-19 03:00:00,195.86,7.7,64.4,182.58,6.4,10.9,20.1,55.9,5.8,CH-B-02,normal
R00587,BLD-B,行政办公楼B,office,2026-03-19 06:00:00,199.53,7.6,65.12,194.46,6.9,11.9,21.9,63.6,46.4,CH-B-02,normal
R00588,BLD-B,行政办公楼B,office,2026-03-19 09:00:00,264.79,8.22,87.24,276.43,7.4,11.6,20.3,53.9,55.6,CH-B-02,normal
R00589,BLD-B,行政办公楼B,office,2026-03-19 12:00:00,273.14,8.34,90.29,289.87,6.9,11.4,21.5,61.1,64.5,CH-B-02,normal
R00590,BLD-B,行政办公楼B,office,2026-03-19 15:00:00,252.63,8.05,82.81,266.46,7.2,12.7,21.8,53.7,76.8,CH-B-02,normal
R00591,BLD-B,行政办公楼B,office,2026-03-19 18:00:00,221.25,7.96,73.05,235.63,6.8,12.4,24.1,60.7,94.5,CH-B-02,normal
R00592,BLD-B,行政办公楼B,office,2026-03-19 21:00:00,200.32,7.78,66.02,202.46,6.0,11.1,25.1,59.1,7.3,CH-B-02,normal
R00593,BLD-C,图书信息楼C,library,2026-03-19 00:00:00,247.36,8.55,78.65,229.38,6.5,12.7,19.7,66.6,10.4,CT-C-03,normal
R00594,BLD-C,图书信息楼C,library,2026-03-19 03:00:00,338.44,8.8,99.12,232.52,7.0,12.5,18.9,64.3,8.2,CT-C-03,abnormal
R00595,BLD-C,图书信息楼C,library,2026-03-19 06:00:00,269.22,8.68,85.61,273.58,6.4,12.7,21.8,59.3,53.4,CT-C-03,normal
R00596,BLD-C,图书信息楼C,library,2026-03-19 09:00:00,359.02,9.41,115.33,360.85,7.3,11.3,22.4,59.6,61.1,CT-C-03,normal
R00597,BLD-C,图书信息楼C,library,2026-03-19 12:00:00,334.83,9.12,106.72,305.72,7.4,12.2,21.4,61.3,70.8,CT-C-03,normal
R00598,BLD-C,图书信息楼C,library,2026-03-19 15:00:00,358.03,9.4,114.97,326.27,6.7,12.1,23.0,63.4,88.2,CT-C-03,normal
R00599,BLD-C,图书信息楼C,library,2026-03-19 18:00:00,286.4,8.92,91.73,277.58,7.5,12.6,24.5,65.2,95,CT-C-03,normal
R00600,BLD-C,图书信息楼C,library,2026-03-19 21:00:00,255.53,8.67,81.55,257.35,6.7,11.9,23.4,60.7,7.3,CT-C-03,normal
R00601,BLD-D,科研实验楼D,lab,2026-03-19 00:00:00,310.59,11.17,103.17,333.26,7.0,11.8,19.1,62.3,9.9,FCU-D-04,normal
R00602,BLD-D,科研实验楼D,lab,2026-03-19 03:00:00,318.94,11.3,106.25,314.16,6.9,11.4,18.9,55.6,11.9,FCU-D-04,normal
R00603,BLD-D,科研实验楼D,lab,2026-03-19 06:00:00,339.84,11.38,112.97,335.94,6.7,11.3,20.1,59.3,65.0,FCU-D-04,normal
R00604,BLD-D,科研实验楼D,lab,2026-03-19 09:00:00,423.63,11.97,141.15,408.72,6.2,12.0,21.1,64.6,69.5,FCU-D-04,normal
R00605,BLD-D,科研实验楼D,lab,2026-03-19 12:00:00,395.63,11.61,130.82,392.67,6.6,11.2,21.1,56.4,79.2,FCU-D-04,normal
R00606,BLD-D,科研实验楼D,lab,2026-03-19 15:00:00,561.85,12.16,171.77,427.01,7.5,12.5,21.9,63.9,88.7,FCU-D-04,abnormal
R00607,BLD-D,科研实验楼D,lab,2026-03-19 18:00:00,338.31,11.35,112.41,343.52,6.9,11.7,23.9,63.6,95,FCU-D-04,normal
R00608,BLD-D,科研实验楼D,lab,2026-03-19 21:00:00,319.12,11.3,106.31,327.93,6.7,11.5,23.0,64.0,11.4,FCU-D-04,normal
R00609,BLD-A,综合教学楼A,teaching,2026-03-20 00:00:00,211.87,9.43,70.16,198.45,6.2,12.5,19.7,65.6,4.3,AHU-A-01,normal
R00610,BLD-A,综合教学楼A,teaching,2026-03-20 03:00:00,230.62,9.79,77.08,223.01,7.2,11.6,19.5,60.6,6.2,AHU-A-01,normal
R00611,BLD-A,综合教学楼A,teaching,2026-03-20 06:00:00,240.86,9.77,80.16,238.89,6.4,12.1,20.9,62.8,49.0,AHU-A-01,normal
R00612,BLD-A,综合教学楼A,teaching,2026-03-20 09:00:00,272.04,9.84,89.75,276.9,6.9,12.5,20.8,63.8,49.6,AHU-A-01,normal
R00613,BLD-A,综合教学楼A,teaching,2026-03-20 12:00:00,269.0,9.79,88.63,260.79,6.4,12.1,21.4,55.7,59.7,AHU-A-01,normal
R00614,BLD-A,综合教学楼A,teaching,2026-03-20 15:00:00,277.26,9.92,91.68,281.13,7.4,11.7,22.8,64.6,71.0,AHU-A-01,normal
R00615,BLD-A,综合教学楼A,teaching,2026-03-20 18:00:00,224.3,9.46,74.05,238.09,7.1,11.1,22.4,62.7,86.9,AHU-A-01,normal
R00616,BLD-A,综合教学楼A,teaching,2026-03-20 21:00:00,206.61,9.31,68.19,208.02,6.0,11.7,23.3,53.4,7.4,AHU-A-01,normal
R00617,BLD-B,行政办公楼B,office,2026-03-20 00:00:00,200.46,7.78,66.08,204.51,7.3,11.5,18.6,56.2,5.8,CH-B-02,normal
R00618,BLD-B,行政办公楼B,office,2026-03-20 03:00:00,238.16,7.53,71.17,185.23,6.0,12.2,19.7,61.3,5.7,CH-B-02,abnormal
R00619,BLD-B,行政办公楼B,office,2026-03-20 06:00:00,220.77,7.95,72.87,222.05,6.4,11.7,20.5,59.2,57.5,CH-B-02,normal
R00620,BLD-B,行政办公楼B,office,2026-03-20 09:00:00,273.37,8.34,90.37,278.8,7.0,12.0,22.0,55.0,61.3,CH-B-02,normal
R00621,BLD-B,行政办公楼B,office,2026-03-20 12:00:00,256.92,8.11,84.37,257.06,7.2,11.7,22.6,56.9,67.2,CH-B-02,normal
R00622,BLD-B,行政办公楼B,office,2026-03-20 15:00:00,251.1,8.03,82.25,260.12,7.3,11.6,22.3,56.8,71.5,CH-B-02,normal
R00623,BLD-B,行政办公楼B,office,2026-03-20 18:00:00,208.95,7.75,68.56,207.08,6.0,11.7,22.4,65.4,95,CH-B-02,normal
R00624,BLD-B,行政办公楼B,office,2026-03-20 21:00:00,188.05,7.55,61.52,184.13,6.8,11.7,23.6,52.6,6.9,CH-B-02,normal
R00625,BLD-C,图书信息楼C,library,2026-03-20 00:00:00,250.99,8.6,79.94,234.26,6.6,11.4,20.2,58.0,8.9,CT-C-03,normal
R00626,BLD-C,图书信息楼C,library,2026-03-20 03:00:00,273.83,8.94,88.07,258.88,7.1,12.4,21.2,63.8,10.4,CT-C-03,normal
R00627,BLD-C,图书信息楼C,library,2026-03-20 06:00:00,283.12,8.88,90.56,279.6,6.9,11.4,21.8,55.1,52.2,CT-C-03,normal
R00628,BLD-C,图书信息楼C,library,2026-03-20 09:00:00,355.98,9.37,114.25,347.84,6.3,11.1,20.8,52.8,58.4,CT-C-03,normal
R00629,BLD-C,图书信息楼C,library,2026-03-20 12:00:00,338.17,9.16,107.91,311.13,6.7,11.5,22.7,62.7,72.2,CT-C-03,normal
R00630,BLD-C,图书信息楼C,library,2026-03-20 15:00:00,340.31,9.19,108.67,342.56,6.5,12.5,23.6,66.5,86.8,CT-C-03,normal
R00631,BLD-C,图书信息楼C,library,2026-03-20 18:00:00,305.37,9.18,98.48,297.15,6.3,12.5,22.5,63.4,90.3,CT-C-03,normal
R00632,BLD-C,图书信息楼C,library,2026-03-20 21:00:00,276.88,8.97,89.12,260.64,7.2,11.7,25.0,54.2,10.8,CT-C-03,normal
R00633,BLD-D,科研实验楼D,lab,2026-03-20 00:00:00,321.11,11.34,107.05,325.32,7.5,11.8,18.5,59.0,12.9,FCU-D-04,normal
R00634,BLD-D,科研实验楼D,lab,2026-03-20 03:00:00,318.59,11.3,106.13,301.16,7.4,11.9,19.8,57.0,12.1,FCU-D-04,normal
R00635,BLD-D,科研实验楼D,lab,2026-03-20 06:00:00,325.49,11.16,107.68,342.7,6.3,11.1,21.2,55.3,70.0,FCU-D-04,normal
R00636,BLD-D,科研实验楼D,lab,2026-03-20 09:00:00,419.61,11.92,139.67,400.89,7.2,10.9,21.2,54.9,69.5,FCU-D-04,normal
R00637,BLD-D,科研实验楼D,lab,2026-03-20 12:00:00,384.57,11.47,126.74,377.18,6.1,11.2,22.9,59.2,85.7,FCU-D-04,normal
R00638,BLD-D,科研实验楼D,lab,2026-03-20 15:00:00,387.5,11.51,127.82,394.02,6.1,12.1,23.2,65.6,95,FCU-D-04,normal
R00639,BLD-D,科研实验楼D,lab,2026-03-20 18:00:00,347.26,11.49,115.71,374.01,7.2,12.3,24.3,54.3,95,FCU-D-04,normal
R00640,BLD-D,科研实验楼D,lab,2026-03-20 21:00:00,325.38,11.39,108.59,322.55,6.2,12.6,24.1,55.2,12.4,FCU-D-04,normal
R00641,BLD-A,综合教学楼A,teaching,2026-03-21 00:00:00,189.85,9.18,63.0,182.68,6.3,11.6,19.6,56.5,3.8,AHU-A-01,normal
R00642,BLD-A,综合教学楼A,teaching,2026-03-21 03:00:00,251.68,9.33,76.63,191.96,6.1,11.2,19.9,64.0,4.4,AHU-A-01,abnormal
R00643,BLD-A,综合教学楼A,teaching,2026-03-21 06:00:00,200.72,9.21,66.4,205.03,6.6,11.3,20.5,57.5,19.1,AHU-A-01,normal
R00644,BLD-A,综合教学楼A,teaching,2026-03-21 09:00:00,234.81,9.43,77.29,241.37,7.0,11.9,22.6,63.3,27.7,AHU-A-01,normal
R00645,BLD-A,综合教学楼A,teaching,2026-03-21 12:00:00,248.21,9.66,82.23,253.07,6.5,12.1,22.5,59.4,37.1,AHU-A-01,normal
R00646,BLD-A,综合教学楼A,teaching,2026-03-21 15:00:00,238.14,9.48,78.52,225.71,7.3,11.3,23.1,53.3,46.1,AHU-A-01,normal
R00647,BLD-A,综合教学楼A,teaching,2026-03-21 18:00:00,206.36,9.33,68.48,212.03,6.8,12.2,22.8,60.4,52.2,AHU-A-01,normal
